#	A	B	M	N
1	1	72	33	40
2	1	70	32	39
3	1	69	32	38
4	1	67	31	37
5	1	65	30	36
6	1	63	29	35
7	1	61	28	34
8	1	59	27	33
9	1	58	27	32
10	1	56	26	31
11	1	54	25	30
12	1	52	24	29
13	1	50	23	28
14	1	48	22	27
15	1	47	22	26
16	1	45	21	25
17	1	43	20	24
18	1	41	19	23
19	1	39	18	22
20	1	37	17	21
21	1	36	17	20
22	1	34	16	19
23	1	32	15	18
24	1	30	14	17
25	1	28	13	16
26	1	26	12	15
27	1	25	12	14
28	1	23	11	13
29	1	21	10	12
30	1	19	9	11
31	1	17	8	10
32	1	15	7	9
33	1	14	7	8
34	1	12	6	7
35	1	10	5	6
36	1	8	4	5
37	1	6	3	4
38	1	4	2	3
39	2	71	33	40
40	2	70	33	39
41	2	68	32	38
42	2	66	31	37
43	2	64	30	36
44	2	62	29	35
45	2	60	28	34
46	2	59	28	33
47	2	57	27	32
48	2	55	26	31
49	2	53	25	30
50	2	51	24	29
51	2	49	23	28
52	2	48	23	27
53	2	46	22	26
54	2	44	21	25
55	2	42	20	24
56	2	40	19	23
57	2	38	18	22
58	2	37	18	21
59	2	35	17	20
60	2	33	16	19
61	2	31	15	18
62	2	29	14	17
63	2	27	13	16
64	2	26	13	15
65	2	24	12	14
66	2	22	11	13
67	2	20	10	12
68	2	18	9	11
69	2	16	8	10
70	2	15	8	9
71	2	13	7	8
72	2	11	6	7
73	2	9	5	6
74	2	7	4	5
75	2	5	3	4
76	3	72	34	41
77	3	71	34	40
78	3	69	33	39
79	3	67	32	38
80	3	65	31	37
81	3	63	30	36
82	3	61	29	35
83	3	60	29	34
84	3	58	28	33
85	3	56	27	32
86	3	54	26	31
87	3	52	25	30
88	3	50	24	29
89	3	49	24	28
90	3	47	23	27
91	3	45	22	26
92	3	43	21	25
93	3	41	20	24
94	3	39	19	23
95	3	38	19	22
96	3	36	18	21
97	3	34	17	20
98	3	32	16	19
99	3	30	15	18
100	3	28	14	17
101	3	27	14	16
102	3	25	13	15
103	3	23	12	14
104	3	21	11	13
105	3	19	10	12
106	3	17	9	11
107	3	16	9	10
108	3	14	8	9
109	3	12	7	8
110	3	10	6	7
111	3	8	5	6
112	3	6	4	5
113	4	72	35	41
114	4	70	34	40
115	4	68	33	39
116	4	66	32	38
117	4	64	31	37
118	4	62	30	36
119	4	61	30	35
120	4	59	29	34
121	4	57	28	33
122	4	55	27	32
123	4	53	26	31
124	4	51	25	30
125	4	50	25	29
126	4	48	24	28
127	4	46	23	27
128	4	44	22	26
129	4	42	21	25
130	4	40	20	24
131	4	39	20	23
132	4	37	19	22
133	4	35	18	21
134	4	33	17	20
135	4	31	16	19
136	4	29	15	18
137	4	28	15	17
138	4	26	14	16
139	4	24	13	15
140	4	22	12	14
141	4	20	11	13
142	4	18	10	12
143	4	17	10	11
144	4	15	9	10
145	4	13	8	9
146	4	11	7	8
147	4	9	6	7
148	4	7	5	6
149	5	71	35	41
150	5	69	34	40
151	5	67	33	39
152	5	65	32	38
153	5	63	31	37
154	5	62	31	36
155	5	60	30	35
156	5	58	29	34
157	5	56	28	33
158	5	54	27	32
159	5	52	26	31
160	5	51	26	30
161	5	49	25	29
162	5	47	24	28
163	5	45	23	27
164	5	43	22	26
165	5	41	21	25
166	5	40	21	24
167	5	38	20	23
168	5	36	19	22
169	5	34	18	21
170	5	32	17	20
171	5	30	16	19
172	5	29	16	18
173	5	27	15	17
174	5	25	14	16
175	5	23	13	15
176	5	21	12	14
177	5	19	11	13
178	5	18	11	12
179	5	16	10	11
180	5	14	9	10
181	5	12	8	9
182	5	10	7	8
183	5	8	6	7
184	6	72	36	42
185	6	70	35	41
186	6	68	34	40
187	6	66	33	39
188	6	64	32	38
189	6	63	32	37
190	6	61	31	36
191	6	59	30	35
192	6	57	29	34
193	6	55	28	33
194	6	53	27	32
195	6	52	27	31
196	6	50	26	30
197	6	48	25	29
198	6	46	24	28
199	6	44	23	27
200	6	42	22	26
201	6	41	22	25
202	6	39	21	24
203	6	37	20	23
204	6	35	19	22
205	6	33	18	21
206	6	31	17	20
207	6	30	17	19
208	6	28	16	18
209	6	26	15	17
210	6	24	14	16
211	6	22	13	15
212	6	20	12	14
213	6	19	12	13
214	6	17	11	12
215	6	15	10	11
216	6	13	9	10
217	6	11	8	9
218	6	9	7	8
219	7	71	36	42
220	7	69	35	41
221	7	67	34	40
222	7	65	33	39
223	7	64	33	38
224	7	62	32	37
225	7	60	31	36
226	7	58	30	35
227	7	56	29	34
228	7	54	28	33
229	7	53	28	32
230	7	51	27	31
231	7	49	26	30
232	7	47	25	29
233	7	45	24	28
234	7	43	23	27
235	7	42	23	26
236	7	40	22	25
237	7	38	21	24
238	7	36	20	23
239	7	34	19	22
240	7	32	18	21
241	7	31	18	20
242	7	29	17	19
243	7	27	16	18
244	7	25	15	17
245	7	23	14	16
246	7	21	13	15
247	7	20	13	14
248	7	18	12	13
249	7	16	11	12
250	7	14	10	11
251	7	12	9	10
252	7	10	8	9
253	8	72	37	43
254	8	70	36	42
255	8	68	35	41
256	8	66	34	40
257	8	65	34	39
258	8	63	33	38
259	8	61	32	37
260	8	59	31	36
261	8	57	30	35
262	8	55	29	34
263	8	54	29	33
264	8	52	28	32
265	8	50	27	31
266	8	48	26	30
267	8	46	25	29
268	8	44	24	28
269	8	43	24	27
270	8	41	23	26
271	8	39	22	25
272	8	37	21	24
273	8	35	20	23
274	8	33	19	22
275	8	32	19	21
276	8	30	18	20
277	8	28	17	19
278	8	26	16	18
279	8	24	15	17
280	8	22	14	16
281	8	21	14	15
282	8	19	13	14
283	8	17	12	13
284	8	15	11	12
285	8	13	10	11
286	8	11	9	10
287	9	71	37	43
288	9	69	36	42
289	9	67	35	41
290	9	66	35	40
291	9	64	34	39
292	9	62	33	38
293	9	60	32	37
294	9	58	31	36
295	9	56	30	35
296	9	55	30	34
297	9	53	29	33
298	9	51	28	32
299	9	49	27	31
300	9	47	26	30
301	9	45	25	29
302	9	44	25	28
303	9	42	24	27
304	9	40	23	26
305	9	38	22	25
306	9	36	21	24
307	9	34	20	23
308	9	33	20	22
309	9	31	19	21
310	9	29	18	20
311	9	27	17	19
312	9	25	16	18
313	9	23	15	17
314	9	22	15	16
315	9	20	14	15
316	9	18	13	14
317	9	16	12	13
318	9	14	11	12
319	9	12	10	11
320	10	72	38	44
321	10	70	37	43
322	10	68	36	42
323	10	67	36	41
324	10	65	35	40
325	10	63	34	39
326	10	61	33	38
327	10	59	32	37
328	10	57	31	36
329	10	56	31	35
330	10	54	30	34
331	10	52	29	33
332	10	50	28	32
333	10	48	27	31
334	10	46	26	30
335	10	45	26	29
336	10	43	25	28
337	10	41	24	27
338	10	39	23	26
339	10	37	22	25
340	10	35	21	24
341	10	34	21	23
342	10	32	20	22
343	10	30	19	21
344	10	28	18	20
345	10	26	17	19
346	10	24	16	18
347	10	23	16	17
348	10	21	15	16
349	10	19	14	15
350	10	17	13	14
351	10	15	12	13
352	10	13	11	12
353	11	71	38	44
354	11	69	37	43
355	11	68	37	42
356	11	66	36	41
357	11	64	35	40
358	11	62	34	39
359	11	60	33	38
360	11	58	32	37
361	11	57	32	36
362	11	55	31	35
363	11	53	30	34
364	11	51	29	33
365	11	49	28	32
366	11	47	27	31
367	11	46	27	30
368	11	44	26	29
369	11	42	25	28
370	11	40	24	27
371	11	38	23	26
372	11	36	22	25
373	11	35	22	24
374	11	33	21	23
375	11	31	20	22
376	11	29	19	21
377	11	27	18	20
378	11	25	17	19
379	11	24	17	18
380	11	22	16	17
381	11	20	15	16
382	11	18	14	15
383	11	16	13	14
384	11	14	12	13
385	12	72	39	45
386	12	70	38	44
387	12	69	38	43
388	12	67	37	42
389	12	65	36	41
390	12	63	35	40
391	12	61	34	39
392	12	59	33	38
393	12	58	33	37
394	12	56	32	36
395	12	54	31	35
396	12	52	30	34
397	12	50	29	33
398	12	48	28	32
399	12	47	28	31
400	12	45	27	30
401	12	43	26	29
402	12	41	25	28
403	12	39	24	27
404	12	37	23	26
405	12	36	23	25
406	12	34	22	24
407	12	32	21	23
408	12	30	20	22
409	12	28	19	21
410	12	26	18	20
411	12	25	18	19
412	12	23	17	18
413	12	21	16	17
414	12	19	15	16
415	12	17	14	15
416	12	15	13	14
417	13	71	39	45
418	13	70	39	44
419	13	68	38	43
420	13	66	37	42
421	13	64	36	41
422	13	62	35	40
423	13	60	34	39
424	13	59	34	38
425	13	57	33	37
426	13	55	32	36
427	13	53	31	35
428	13	51	30	34
429	13	49	29	33
430	13	48	29	32
431	13	46	28	31
432	13	44	27	30
433	13	42	26	29
434	13	40	25	28
435	13	38	24	27
436	13	37	24	26
437	13	35	23	25
438	13	33	22	24
439	13	31	21	23
440	13	29	20	22
441	13	27	19	21
442	13	26	19	20
443	13	24	18	19
444	13	22	17	18
445	13	20	16	17
446	13	18	15	16
447	13	16	14	15
448	14	72	40	46
449	14	71	40	45
450	14	69	39	44
451	14	67	38	43
452	14	65	37	42
453	14	63	36	41
454	14	61	35	40
455	14	60	35	39
456	14	58	34	38
457	14	56	33	37
458	14	54	32	36
459	14	52	31	35
460	14	50	30	34
461	14	49	30	33
462	14	47	29	32
463	14	45	28	31
464	14	43	27	30
465	14	41	26	29
466	14	39	25	28
467	14	38	25	27
468	14	36	24	26
469	14	34	23	25
470	14	32	22	24
471	14	30	21	23
472	14	28	20	22
473	14	27	20	21
474	14	25	19	20
475	14	23	18	19
476	14	21	17	18
477	14	19	16	17
478	14	17	15	16
479	15	72	41	46
480	15	70	40	45
481	15	68	39	44
482	15	66	38	43
483	15	64	37	42
484	15	62	36	41
485	15	61	36	40
486	15	59	35	39
487	15	57	34	38
488	15	55	33	37
489	15	53	32	36
490	15	51	31	35
491	15	50	31	34
492	15	48	30	33
493	15	46	29	32
494	15	44	28	31
495	15	42	27	30
496	15	40	26	29
497	15	39	26	28
498	15	37	25	27
499	15	35	24	26
500	15	33	23	25
501	15	31	22	24
502	15	29	21	23
503	15	28	21	22
504	15	26	20	21
505	15	24	19	20
506	15	22	18	19
507	15	20	17	18
508	15	18	16	17
509	16	71	41	46
510	16	69	40	45
511	16	67	39	44
512	16	65	38	43
513	16	63	37	42
514	16	62	37	41
515	16	60	36	40
516	16	58	35	39
517	16	56	34	38
518	16	54	33	37
519	16	52	32	36
520	16	51	32	35
521	16	49	31	34
522	16	47	30	33
